Date,Time,Bot,Symbol,Side,Amount,Price,Value,Fee,OrderID
2025-11-15,18:13:39.044,unknown,ETH/USD,SELL,0.0004,3226.8,1.29,0.000000,1700115496
2025-11-15,18:13:54.336,unknown,ETH/USD,SELL,0.0306,3226.8,98.74,0.000000,1700115496
2025-11-15,21:44:06.936,unknown,ETH/USD,BUY,0.0002,3155.5,0.63,0.000000,1700113077
2025-11-16,16:00:53.312,unknown,ETH/USD,BUY,0.0323,3097.8,100.06,0.000000,1700114355
2025-11-16,16:03:46.813,unknown,ETH/USD,BUY,0.0323,3092.4,99.88,0.000000,1700113076
2025-11-16,16:03:48.481,unknown,ETH/USD,BUY,0.0324,3088,100.05,0.000000,1700110461
2025-11-16,16:18:29.879,unknown,ETH/USD,BUY,0.0324,3087,100.02,0.000000,1700111952
2025-11-16,17:56:12.894,unknown,ETH/USD,BUY,0.033,3034.6,100.14,0.000000,1700114351
2025-11-16,23:02:54.144,unknown,ETH/USD,BUY,0.033,3029.3,99.97,0.000000,1700113075
2025-11-16,23:02:54.952,unknown,ETH/USD,BUY,0.005,3025,15.13,0.000000,1700110460
2025-11-16,23:02:55.020,unknown,ETH/USD,BUY,0.0281,3025,85.00,0.000000,1700110460
2025-11-16,23:02:55.094,unknown,ETH/USD,BUY,0.0331,3024,100.09,0.000000,1700111951
2025-11-17,20:00:26.974,unknown,ETH/USD,BUY,0.0051,2971.4,15.15,0.000000,1700114350
2025-11-17,20:00:41.980,unknown,ETH/USD,BUY,0.0286,2971.4,84.98,0.000000,1700114350
2025-11-17,20:02:05.806,unknown,ETH/USD,BUY,0.0335,2966.2,99.37,0.000000,1700113074
2025-11-17,20:02:30.782,unknown,ETH/USD,BUY,0.0002,2966.2,0.59,0.000000,1700113074
2025-11-17,20:03:47.558,unknown,ETH/USD,BUY,0.0338,2962,100.12,0.000000,1700110459
2025-11-17,20:03:59.645,unknown,ETH/USD,BUY,0.0338,2961,100.08,0.000000,1700111950
2025-11-19,14:45:32.378,unknown,ETH/USD,SELL,0.0327,3062.5,100.14,0.000000,1701799329
2025-11-19,15:37:04.344,unknown,ETH/USD,BUY,0.0134,3001.2,40.22,0.000000,1701821334
2025-11-19,15:37:04.375,unknown,ETH/USD,BUY,0.0199,3001.2,59.72,0.000000,1701821334
2025-11-19,17:37:20.821,unknown,ETH/USD,BUY,0.0342,2908.2,99.46,0.000000,1700114349
2025-11-19,17:37:20.840,unknown,ETH/USD,BUY,0.0002,2908.2,0.58,0.000000,1700114349
2025-11-19,17:37:38.006,unknown,ETH/USD,BUY,0.0342,2903.1,99.29,0.000000,1700113073
2025-11-19,17:37:38.983,unknown,ETH/USD,BUY,0.0002,2903.1,0.58,0.000000,1700113073
2025-11-19,18:18:13.621,unknown,ETH/USD,BUY,0.0345,2899,100.02,0.000000,1700110458
2025-11-19,18:18:13.682,unknown,ETH/USD,BUY,0.0345,2898,99.98,0.000000,1700111949
2025-11-20,16:49:32.490,unknown,ETH/USD,BUY,0.035,2855,99.92,0.000000,1700121025
2025-11-20,17:03:42.821,unknown,ETH/USD,BUY,0.0351,2845,99.86,0.000000,1700114347
2025-11-20,17:05:00.468,unknown,ETH/USD,BUY,0.0352,2840,99.97,0.000000,1700113072
2025-11-20,17:05:16.060,unknown,ETH/USD,BUY,0.0353,2836,100.11,0.000000,1700110455
2025-11-20,17:05:16.060,unknown,ETH/USD,BUY,0.0353,2835,100.08,0.000000,1700111948
2025-11-20,18:35:53.606,unknown,ETH/USD,SELL,0.0355,2819.72,100.10,0.000011,1702511960
2025-11-20,21:21:55.768,unknown,ETH/USD,SELL,0.0348,2872.8,99.97,0.000000,1702511963
2025-11-20,22:11:22.653,unknown,ETH/USD,SELL,0.0345,2895.8,99.91,0.000000,1702546179
2025-11-20,23:37:47.271,unknown,ETH/USD,BUY,0.0352,2839,99.93,0.000000,1702573610
2025-11-23,01:42:55.105,unknown,ETH/USD,SELL,0.0357,2803,100.07,0.000000,1703707698
2025-11-24,17:25:36.801,unknown,ETH/USD,SELL,0.0345,2895.8,99.91,0.000000,1702597208
2025-11-24,17:54:21.454,unknown,ETH/USD,SELL,0.0341,2929.1,99.88,0.000000,1702511965
2025-11-24,18:48:44.396,unknown,ETH/USD,SELL,0.0339,2952.6,100.09,0.000000,1702546180
2025-11-26,17:33:13.390,unknown,ETH/USD,SELL,0.0196,2985.4,58.51,0.000000,1702511967
2025-11-26,17:33:14.352,unknown,ETH/USD,SELL,0.0139,2985.4,41.50,0.000000,1702511967
2025-11-26,17:37:06.010,unknown,ETH/USD,SELL,0.0332,3009.4,99.91,0.000000,1702546182
2025-11-26,18:15:40.181,unknown,ETH/USD,SELL,0.0329,3041.7,100.07,0.000000,1702511968
2025-11-27,01:54:26.944,unknown,ETH/USD,BUY,0.0021,3035.35,6.37,0.000001,1705342269
2025-11-27,01:54:26.944,unknown,ETH/USD,BUY,0.0011,3035.35,3.34,0.000000,1705342269
2025-11-27,01:54:29.542,unknown,ETH/USD,SELL,0.0032,3033.7,9.71,0.000001,1705342300
2025-11-27,02:42:08.045,unknown,ETH/USD,SELL,0.0032,3064.04,9.80,0.000000,1705358740
2025-11-27,02:48:21.526,unknown,ETH/USD,BUY,0.0032,3055.45,9.78,0.000000,1705362339
2025-11-27,02:51:25.985,unknown,ETH/USD,SELL,0.0032,3046.06,9.75,0.000001,1705364419
2025-11-27,03:36:30.474,unknown,ETH/USD,SELL,0.0032,3039.04,9.72,0.000001,1705376914
2025-11-27,05:09:20.532,unknown,ETH/USD,BUY,0.0032,3039.09,9.73,0.000000,1705391876
2025-11-27,05:39:13.865,unknown,ETH/USD,SELL,0.0032,3018.76,9.66,0.000001,1705405349
2025-11-27,12:22:05.101,unknown,ETH/USD,BUY,0.0033,3017.84,9.96,0.000000,1705406858
2025-11-27,18:31:27.532,unknown,ETH/USD,SELL,0.0081,3021.68,24.48,0.000000,1705617542
2025-11-27,18:32:30.174,unknown,ETH/USD,SELL,0.0082,3021.68,24.78,0.000000,1705617542
2025-11-27,18:34:08.589,unknown,ETH/USD,SELL,0.2161,3021.68,652.99,0.000000,1705617542
2025-11-27,21:03:50.039,unknown,ETH/USD,SELL,0.1686,3034.39,511.60,0.000054,1705643813
2025-11-27,21:06:20.765,unknown,ETH/USD,BUY,0.033,3033.5,100.11,0.000000,1705643833
2025-11-28,14:29:54.439,unknown,ETH/USD,SELL,0.0047,3094.2,14.54,0.000000,1705644384
2025-11-28,14:30:00.506,unknown,ETH/USD,SELL,0.0275,3094.2,85.09,0.000000,1705644384
2025-11-28,14:30:00.659,unknown,ETH/USD,SELL,0.0001,3094.2,0.31,0.000000,1705644384
2025-11-28,21:58:29.868,unknown,ETH/USD,BUY,0.0329,3039,99.98,0.000000,1706005942
2025-11-28,22:39:14.989,unknown,ETH/USD,SELL,0.0337,3036.02,102.31,0.000011,1706063262
2025-11-29,05:22:55.115,unknown,ETH/USD,BUY,0.0009,3041.5,2.74,0.000000,1706142386
2025-11-29,05:22:55.687,unknown,ETH/USD,BUY,0.032,3041.5,97.33,0.000000,1706142386
2025-11-29,05:35:46.014,unknown,ETH/USD,SELL,0.0007,3044.87,2.13,0.000000,1706143665
2025-11-29,05:41:14.856,unknown,ETH/USD,BUY,0.0329,3041,100.05,0.000000,1706143760
2025-11-29,15:35:31.850,unknown,ETH/USD,SELL,0.0007,3001.14,2.10,0.000000,1706265565
2025-11-29,17:33:28.556,unknown,ETH/USD,BUY,0.0335,2983.6,99.95,0.000000,1706141510
2025-11-29,17:33:29.124,unknown,ETH/USD,BUY,0.0336,2980.6,100.15,0.000000,1706142384
2025-11-30,01:05:59.660,unknown,ETH/USD,SELL,0.0377,3009.25,113.45,0.000000,1706363097
2025-12-01,00:10:31.855,unknown,ETH/USD,BUY,0.0342,2922.7,99.96,0.000000,1706141509
2025-12-01,00:10:33.758,unknown,ETH/USD,BUY,0.0343,2919.7,100.15,0.000000,1706142383
2025-12-01,00:45:49.732,unknown,ETH/USD,BUY,0.0349,2861.8,99.88,0.000000,1706141508
2025-12-01,00:46:38.558,unknown,ETH/USD,BUY,0.035,2858.8,100.06,0.000000,1706142382
2025-12-01,12:49:20.708,unknown,ETH/USD,BUY,0.0357,2800.9,99.99,0.000000,1706141507
2025-12-01,15:15:56.000,unknown,ETH/USD,BUY,0.0357,2797.9,99.89,0.000000,1706142381
2025-12-01,15:34:34.887,unknown,ETH/USD,BUY,0.0365,2740,100.01,0.000000,1706141505
2025-12-01,15:34:36.236,unknown,ETH/USD,BUY,0.0365,2737,99.90,0.000000,1706142380
2025-12-01,19:08:34.407,unknown,ETH/USD,BUY,0.2259,2746.82,620.51,0.000023,1707194740
2025-12-01,19:38:30.834,unknown,ETH/USD,BUY,0.0597,2744.85,163.87,0.000006,1707205349
2025-12-01,19:53:30.654,unknown,ETH/USD,BUY,0.0154,2738.79,42.18,0.000002,1707211087
2025-12-01,19:57:30.846,unknown,ETH/USD,BUY,0.011,2742.71,30.17,0.000001,1707212784
2025-12-01,20:05:00.714,unknown,ETH/USD,BUY,0.0077,2754.82,21.21,0.000001,1707216109
2025-12-01,20:15:30.670,unknown,ETH/USD,BUY,0.0055,2758.89,15.17,0.000001,1707223239
2025-12-02,03:42:28.446,unknown,ETH/USD,SELL,0.6373,2803.5,1786.67,0.178667,1707457727
2025-12-02,22:18:19.294,unknown,ETH/USD,BUY,1.3776,3012.06,4149.41,0.000138,1707802225
2025-12-02,22:35:42.540,unknown,ETH/USD,BUY,0.021,3012.19,63.26,0.000002,1707803515
2025-12-02,22:43:11.609,unknown,ETH/USD,SELL,0.021,3014.13,63.30,0.006330,1707803974
2025-12-02,23:15:45.513,unknown,ETH/USD,BUY,0.0167,3011.3,50.29,0.000002,1707806141
2025-12-03,00:21:34.722,unknown,ETH/USD,BUY,0.009,2997.82,26.98,0.000001,1707809829
2025-12-03,01:50:20.512,unknown,ETH/USD,SELL,0.0786,3018.08,237.22,0.000000,1707808695
2025-12-03,01:50:37.691,unknown,ETH/USD,BUY,0.0292,3022.38,88.25,0.000003,1707816484
2025-12-03,03:06:02.538,unknown,ETH/USD,BUY,0.0393,3026.18,118.93,0.000004,1707827741
2025-12-03,03:12:10.995,unknown,ETH/USD,BUY,0.0056,3024.75,16.94,0.000001,1707828273
2025-12-16,13:34:07.629,unknown,ETH/USD,BUY,0.0203,2946.15,59.81,0.000020,1710601416
2025-12-16,13:59:26.714,unknown,ETH/USD,BUY,0.0202,2920.56,59.00,0.000020,1710601415
2025-12-16,13:59:37.178,unknown,ETH/USD,BUY,0.0003,2920.56,0.88,0.000000,1710601415
2025-12-16,14:01:19.418,unknown,ETH/USD,BUY,0.0207,2895.19,59.93,0.000021,1710601414
2025-08-30,09:12:37.360,unknown,SOL/USD,BUY,0.228,203.03,46.29,0.001368,997163107
2025-08-30,09:20:03.902,unknown,SOL/USD,BUY,0.513,203.03,104.15,0.003078,997163221
2025-08-30,09:20:03.902,unknown,SOL/USD,BUY,0.051,203.04,10.36,0.000306,997163221
2025-09-01,06:33:28.893,unknown,SOL/USD,BUY,0.05,199.15,9.96,0.000300,997206082
2025-09-03,08:09:02.576,unknown,SOL/USD,SELL,3.055,209.73,640.73,3.844351,997267373
2025-10-08,03:16:11.079,unknown,SOL/USD,BUY,0.425,219.83,93.43,0.000145,998713044
2025-10-09,06:01:40.028,unknown,SOL/USD,BUY,0.049,227.82,11.16,0.000017,998839068
2025-10-09,06:02:24.780,unknown,SOL/USD,BUY,0.046,227.82,10.48,0.000016,998839116
2025-10-24,20:11:13.632,unknown,SOL/USD,SELL,0.105,193.75,20.34,0.000000,1000916956
2025-10-24,20:23:52.188,unknown,SOL/USD,SELL,0.205,193.75,39.72,0.000000,1000916956
2025-10-25,10:04:57.983,unknown,SOL/USD,BUY,0.312,192.5,60.06,0.000000,1000949064
2025-10-25,15:02:05.088,unknown,SOL/USD,BUY,0.311,192.5,59.87,0.000000,1001007148
2025-10-25,15:02:39.955,unknown,SOL/USD,BUY,0.001,192.5,0.19,0.000000,1001007148
2025-10-26,09:24:27.563,unknown,SOL/USD,SELL,0.308,195,60.06,0.000000,1000984240
2025-10-26,09:24:27.563,unknown,SOL/USD,SELL,0.308,195,60.06,0.000000,1001009379
2025-10-26,21:12:24.710,unknown,SOL/USD,BUY,0.304,197.5,60.04,0.000000,1001152547
2025-10-26,22:03:28.716,unknown,SOL/USD,SELL,0.3,200,60.00,0.000000,1001177493
2025-10-27,07:40:11.933,unknown,SOL/USD,BUY,0.296,202.5,59.94,0.000000,1001235530
2025-10-27,09:02:31.470,unknown,SOL/USD,BUY,0.147,200,29.40,0.000000,1001235526
2025-10-27,09:02:32.382,unknown,SOL/USD,BUY,0.153,200,30.60,0.000000,1001235526
2025-10-27,16:39:10.217,unknown,SOL/USD,SELL,0.296,202.5,59.94,0.000000,1001313364
2025-10-27,20:01:06.240,unknown,SOL/USD,BUY,0.3,200,60.00,0.000000,1001392298
2025-10-27,23:09:38.866,unknown,SOL/USD,BUY,0.304,197.5,60.04,0.000000,1001185051
2025-10-28,00:23:57.285,unknown,SOL/USD,SELL,0.3,200,60.00,0.000000,1001456460
2025-10-28,05:37:25.773,unknown,SOL/USD,BUY,0.3,200,60.00,0.000000,1001493773
2025-10-28,06:48:30.049,unknown,SOL/USD,SELL,0.3,200,60.00,0.000000,1001516883
2025-10-28,07:09:54.982,unknown,SOL/USD,SELL,0.007,202.5,1.42,0.000000,1001428476
2025-10-28,07:17:25.122,unknown,SOL/USD,SELL,0.289,202.5,58.52,0.000000,1001428476
2025-10-28,14:45:32.613,unknown,SOL/USD,BUY,0.304,197.5,60.04,0.000000,1001467195
2025-10-28,19:51:24.974,unknown,SOL/USD,BUY,0.308,195,60.06,0.000000,1001113725
2025-10-28,20:20:53.804,unknown,SOL/USD,BUY,0.312,192.5,60.06,0.000000,1001076528
2025-10-29,13:03:02.426,unknown,SOL/USD,SELL,0.3,200,60.00,0.000000,1001687161
2025-10-29,18:35:54.391,unknown,SOL/USD,BUY,0.308,195,60.06,0.000000,1001861088
2025-10-29,18:39:58.526,unknown,SOL/USD,BUY,0.316,190,60.04,0.000000,1000949063
2025-10-29,18:53:41.593,unknown,SOL/USD,SELL,0.2,195,39.00,0.000000,1001981972
2025-10-29,18:53:41.608,unknown,SOL/USD,SELL,0.108,195,21.06,0.000000,1001981972
2025-10-29,19:05:22.249,unknown,SOL/USD,SELL,0.308,194.5,59.91,0.000000,1001990389
2025-10-30,12:25:45.299,unknown,SOL/USD,BUY,0.316,190,60.04,0.000000,1001986451
2025-10-30,12:26:03.573,unknown,SOL/USD,BUY,0.2,189.63,37.93,0.000000,1001991183
2025-10-30,12:26:03.770,unknown,SOL/USD,BUY,0.116,189.63,22.00,0.000000,1001991183
2025-10-30,12:41:48.761,unknown,SOL/USD,BUY,0.32,187.5,60.00,0.000000,1000943235
2025-10-30,12:41:48.761,unknown,SOL/USD,BUY,0.32,187.5,60.00,0.000000,1000949062
2025-10-30,15:46:39.915,unknown,SOL/USD,BUY,0.324,185,59.94,0.000000,1000949061
2025-10-30,18:41:44.602,unknown,SOL/USD,BUY,0.331,181.25,59.99,0.000000,1000943234
2025-10-30,23:17:55.913,unknown,SOL/USD,SELL,0.164,183.02,30.02,0.000003,1002436867
2025-10-30,23:17:55.913,unknown,SOL/USD,SELL,0.164,183,30.01,0.000003,1002436867
2025-10-30,23:54:02.683,unknown,SOL/USD,SELL,0.325,184.5,59.96,0.000000,1002440069
2025-10-31,05:27:59.205,unknown,SOL/USD,SELL,0.293,187.5,54.94,0.000000,1002436868
2025-10-31,11:48:18.400,unknown,SOL/USD,SELL,0.027,187.5,5.06,0.000000,1002436868
2025-11-03,03:10:07.151,unknown,SOL/USD,BUY,0.329,182.25,59.96,0.000000,1002531894
2025-11-03,03:32:28.046,unknown,SOL/USD,BUY,0.2,179.88,35.98,0.000000,1002441979
2025-11-03,03:32:28.538,unknown,SOL/USD,BUY,0.134,179.88,24.10,0.000000,1002441979
2025-11-03,03:45:31.099,unknown,SOL/USD,BUY,0.336,178.5,59.98,0.000000,1002436899
2025-11-03,06:46:37.364,unknown,SOL/USD,BUY,0.343,175,60.02,0.000000,1000943233
2025-11-03,15:26:52.254,unknown,SOL/USD,BUY,0.347,172.75,59.94,0.000000,1002492725
2025-11-03,15:27:59.823,unknown,SOL/USD,BUY,0.352,170,59.84,0.000000,1002584775
2025-11-03,15:28:00.725,unknown,SOL/USD,BUY,0.001,170,0.17,0.000000,1002584775
2025-11-03,15:29:37.443,unknown,SOL/USD,BUY,0.356,168.75,60.08,0.000000,1000943232
2025-11-04,05:21:24.754,unknown,SOL/USD,BUY,0.369,162.5,59.96,0.000000,1000943231
2025-11-04,07:48:15.135,unknown,SOL/USD,BUY,0.315,156.25,49.22,0.000000,1000943228
2025-11-04,07:48:15.736,unknown,SOL/USD,BUY,0.069,156.25,10.78,0.000000,1000943228
2025-11-04,20:17:57.197,unknown,SOL/USD,BUY,0.4,150,60.00,0.000000,1000943227
2025-11-12,17:34:06.148,unknown,SOL/USD,SELL,0.52,154.01,80.09,0.000000,1006148956
2025-11-15,11:35:03.004,unknown,SOL/USD,SELL,5.147,140.47,723.00,0.000073,1007403354
2025-11-15,21:32:27.988,unknown,SOL/USD,BUY,0.095,140,13.30,0.000000,1007406019
2025-11-15,21:32:30.114,unknown,SOL/USD,BUY,0.037,140,5.18,0.000000,1007406019
2025-11-15,21:32:30.165,unknown,SOL/USD,BUY,0.297,140,41.58,0.000000,1007406019
2025-11-16,16:17:07.689,unknown,SOL/USD,BUY,0.44,136.5,60.06,0.000000,1007406018
2025-11-17,17:38:57.332,unknown,SOL/USD,BUY,0.451,133,59.98,0.000000,1007406017
2025-11-17,19:34:05.165,unknown,SOL/USD,BUY,0.249,129.5,32.25,0.000000,1007406016
2025-11-17,20:00:06.090,unknown,SOL/USD,BUY,0.214,129.5,27.71,0.000000,1007406016
2025-11-19,02:05:36.035,unknown,SOL/USD,SELL,0.427,140.5,59.99,0.000000,1008646698
2025-11-19,13:52:19.876,unknown,SOL/USD,BUY,0.438,136.88,59.95,0.000000,1008650489
2025-11-20,02:04:42.735,unknown,SOL/USD,SELL,0.427,140.5,59.99,0.000000,1008783927
2025-11-20,03:19:22.405,unknown,SOL/USD,SELL,0.416,144.13,59.96,0.000000,1008646702
2025-11-20,14:05:17.876,unknown,SOL/USD,BUY,0.034,139.88,4.76,0.000000,1009087949
2025-11-20,14:05:22.499,unknown,SOL/USD,BUY,0.013,139.88,1.82,0.000000,1009087949
2025-11-20,14:05:48.570,unknown,SOL/USD,BUY,0.382,139.88,53.43,0.000000,1009087949
2025-11-20,16:07:38.430,unknown,SOL/USD,BUY,0.44,136.5,60.06,0.000000,1009061942
2025-11-21,07:34:00.056,unknown,SOL/USD,BUY,0.476,126,59.98,0.000000,1007406015
2025-11-21,07:34:27.832,unknown,SOL/USD,BUY,0.486,123.38,59.96,0.000000,1009380586
2025-11-21,07:40:45.339,unknown,SOL/USD,SELL,0.471,127.5,60.05,0.000000,1009663184
2025-11-21,11:48:04.862,unknown,SOL/USD,BUY,0.483,124.25,60.01,0.000000,1009666646
2025-11-21,13:17:31.631,unknown,SOL/USD,SELL,0.471,127.5,60.05,0.000000,1009838723
2025-11-21,16:18:07.322,unknown,SOL/USD,BUY,0.108,124.25,13.42,0.000000,1009910756
2025-11-21,16:18:07.387,unknown,SOL/USD,BUY,0.375,124.25,46.59,0.000000,1009910756
2025-11-21,16:52:40.080,unknown,SOL/USD,SELL,0.471,127.5,60.05,0.000000,1010051580
2025-11-23,02:34:54.084,unknown,SOL/USD,SELL,0.058,130.63,7.58,0.000000,1010602050
2025-11-23,02:35:06.756,unknown,SOL/USD,SELL,0.401,130.63,52.38,0.000000,1010602050
2025-11-24,18:30:03.121,unknown,SOL/USD,BUY,7.45,136.97,1020.43,0.000000,1011117402
2025-11-24,22:07:12.426,unknown,SOL/USD,SELL,0.136,139.88,19.02,0.000000,1009268029
2025-11-25,23:12:04.852,unknown,SOL/USD,SELL,0.293,139.88,40.98,0.000000,1009268029
2025-11-26,09:06:40.111,unknown,SOL/USD,BUY,0.436,137.5,59.95,0.000000,1011432323
2025-11-26,17:45:08.968,unknown,SOL/USD,SELL,0.429,140,60.06,0.000000,1011469804
2025-11-26,18:15:37.146,unknown,SOL/USD,SELL,0.419,143.25,60.02,0.000000,1009199013
2025-11-27,01:05:20.526,unknown,SOL/USD,SELL,0.42,143.3,60.19,0.000006,1011733568
2025-11-27,08:22:30.254,unknown,SOL/USD,BUY,0.07,142.63,9.98,0.000000,1011789190
2025-11-27,08:28:17.118,unknown,SOL/USD,SELL,0.07,142.19,9.95,0.000001,1011790407
2025-11-27,21:29:06.617,unknown,SOL/USD,SELL,0.042,142.5,5.99,0.000000,1011876670
2025-11-27,21:30:03.191,unknown,SOL/USD,SELL,0.379,142.5,54.01,0.000000,1011876670
2025-11-28,02:19:35.584,unknown,SOL/USD,BUY,0.425,138.88,59.02,0.000000,1011876669
2025-11-28,02:24:27.600,unknown,SOL/USD,SELL,0.432,139,60.05,0.000000,1011912125
2025-11-28,02:30:00.638,unknown,SOL/USD,BUY,0.007,138.88,0.97,0.000000,1011876669
2025-11-28,04:16:11.312,unknown,SOL/USD,SELL,0.429,140,60.06,0.000000,1011902950
2025-11-28,08:52:06.814,unknown,SOL/USD,SELL,0.424,141.5,60.00,0.000000,1011888364
2025-11-28,09:10:14.195,unknown,SOL/USD,SELL,0.421,142.5,59.99,0.000000,1011912127
2025-11-28,15:34:53.159,unknown,SOL/USD,SELL,0.418,143.5,59.98,0.000000,1011908491
2025-11-28,16:58:00.044,unknown,SOL/USD,BUY,0.432,139,60.05,0.000000,1011945326
2025-11-28,19:42:02.861,unknown,SOL/USD,SELL,0.073,138,10.07,0.000000,1012065701
2025-11-28,21:00:11.325,unknown,SOL/USD,SELL,0.362,138,49.96,0.000000,1012065701
2025-11-28,22:23:00.221,unknown,SOL/USD,BUY,0.438,137,60.01,0.000000,1012063480
2025-11-29,05:08:05.117,unknown,SOL/USD,SELL,0.156,137.43,21.44,0.000002,1012101253
2025-11-29,05:08:05.117,unknown,SOL/USD,SELL,5.953,137.43,818.12,0.000088,1012101253
2025-11-29,05:10:49.551,unknown,SOL/USD,BUY,0.108,137.5,14.85,0.000000,1012101261
2025-11-29,05:18:45.176,unknown,SOL/USD,BUY,0.327,137.5,44.96,0.000000,1012101261
2025-11-29,05:21:48.550,unknown,SOL/USD,SELL,0.435,137.53,59.83,0.000006,1012102394
2025-11-29,05:50:27.504,unknown,SOL/USD,BUY,0.001,137.5,0.14,0.000000,1012101261
2025-11-30,23:53:25.129,unknown,SOL/USD,BUY,0.447,134.13,59.96,0.000000,1012101260
2025-12-01,00:18:20.209,unknown,SOL/USD,BUY,0.052,130.75,6.80,0.000000,1012101259
2025-12-01,00:19:08.568,unknown,SOL/USD,BUY,0.405,130.75,52.95,0.000000,1012101259
2025-12-01,00:19:08.574,unknown,SOL/USD,BUY,0.002,130.75,0.26,0.000000,1012101259
2025-12-01,03:01:22.035,unknown,SOL/USD,BUY,0.471,127.38,60.00,0.000000,1012101258
2025-12-01,15:34:16.302,unknown,SOL/USD,BUY,0.484,124,60.02,0.000000,1012101257
2025-12-01,19:09:04.481,unknown,SOL/USD,BUY,4.484,123.86,555.39,0.000448,1012623585
2025-12-01,19:17:30.763,unknown,SOL/USD,BUY,3.586,124.07,444.92,0.000359,1012625812
2025-12-01,19:21:00.828,unknown,SOL/USD,BUY,2.876,123.92,356.39,0.000288,1012626569
2025-12-01,19:25:30.766,unknown,SOL/USD,BUY,2.578,123.73,318.98,0.000258,1012627935
2025-12-01,19:42:30.697,unknown,SOL/USD,BUY,0.838,123.91,103.84,0.000084,1012632027
2025-12-01,19:45:00.926,unknown,SOL/USD,BUY,0.672,123.75,83.16,0.000067,1012632507
2025-12-01,19:55:30.792,unknown,SOL/USD,BUY,0.273,123.89,33.82,0.000027,1012634923
2025-12-01,20:20:00.735,unknown,SOL/USD,BUY,0.11,124.8,13.73,0.000011,1012642128
2025-12-01,20:21:30.738,unknown,SOL/USD,BUY,0.099,124.58,12.33,0.000010,1012642513
2025-12-02,03:42:27.819,unknown,SOL/USD,SELL,17.376,127.28,2211.62,0.221162,1012726131
2025-12-02,22:19:19.707,unknown,SOL/USD,BUY,19.857,139.47,2769.46,0.001986,1012991330
2025-12-02,22:35:43.263,unknown,SOL/USD,BUY,0.456,139.27,63.51,0.000046,1012992623
2025-12-02,22:58:41.625,unknown,SOL/USD,SELL,0.456,139.74,63.72,0.006372,1012994770
2025-12-02,23:21:15.880,unknown,SOL/USD,BUY,0.29,139.02,40.32,0.000029,1012997145
2025-12-02,23:21:45.228,unknown,SOL/USD,SELL,0.29,138.87,40.27,0.004027,1012997203
2025-12-02,23:21:46.522,unknown,SOL/USD,BUY,0.29,138.94,40.29,0.000029,1012997207
2025-12-02,23:22:15.231,unknown,SOL/USD,SELL,0.29,138.85,40.27,0.004027,1012997228
2025-12-02,23:22:16.525,unknown,SOL/USD,BUY,0.29,138.95,40.30,0.000029,1012997229
2025-12-02,23:22:45.226,unknown,SOL/USD,SELL,0.043,138.82,5.97,0.000597,1012997258
2025-12-02,23:22:45.226,unknown,SOL/USD,SELL,0.247,138.82,34.29,0.003429,1012997258
2025-12-02,23:22:46.512,unknown,SOL/USD,BUY,0.29,138.94,40.29,0.000029,1012997259
2025-12-02,23:23:15.442,unknown,SOL/USD,SELL,0.29,138.82,40.26,0.004026,1012997267
2025-12-02,23:23:16.662,unknown,SOL/USD,BUY,0.29,138.93,40.29,0.000029,1012997268
2025-12-02,23:23:44.726,unknown,SOL/USD,SELL,0.29,138.8,40.25,0.004025,1012997296
2025-12-02,23:23:46.591,unknown,SOL/USD,BUY,0.29,138.88,40.28,0.000029,1012997297
2025-12-02,23:24:14.786,unknown,SOL/USD,SELL,0.14,138.77,19.43,0.001943,1012997355
2025-12-02,23:24:14.786,unknown,SOL/USD,SELL,0.15,138.77,20.82,0.002082,1012997355
2025-12-02,23:24:16.074,unknown,SOL/USD,BUY,0.084,138.78,11.66,0.000008,1012997361
2025-12-02,23:24:16.074,unknown,SOL/USD,BUY,0.149,138.94,20.70,0.000015,1012997361
2025-12-02,23:24:44.653,unknown,SOL/USD,SELL,0.233,138.86,32.35,0.003235,1012997386
2025-12-02,23:24:45.876,unknown,SOL/USD,BUY,0.233,138.92,32.37,0.000023,1012997392
2025-12-02,23:25:14.656,unknown,SOL/USD,SELL,0.233,138.82,32.35,0.003235,1012997398
2025-12-02,23:25:15.801,unknown,SOL/USD,BUY,0.233,138.92,32.37,0.000023,1012997399
2025-12-02,23:25:45.156,unknown,SOL/USD,SELL,0.233,138.77,32.33,0.003233,1012997416
2025-12-02,23:25:46.013,unknown,SOL/USD,BUY,0.233,138.89,32.36,0.000023,1012997417
2025-12-02,23:26:15.155,unknown,SOL/USD,SELL,0.233,138.72,32.32,0.003232,1012997483
2025-12-02,23:26:15.806,unknown,SOL/USD,BUY,0.233,138.85,32.35,0.000023,1012997484
2025-12-02,23:26:45.308,unknown,SOL/USD,SELL,0.233,138.71,32.32,0.003232,1012997533
2025-12-02,23:26:46.535,unknown,SOL/USD,BUY,0.176,138.72,24.41,0.000018,1012997534
2025-12-02,23:26:46.535,unknown,SOL/USD,BUY,0.114,138.79,15.82,0.000011,1012997534
2025-12-02,23:27:14.731,unknown,SOL/USD,SELL,0.29,138.74,40.23,0.004023,1012997575
2025-12-02,23:27:16.598,unknown,SOL/USD,BUY,0.29,138.87,40.27,0.000029,1012997578
2025-12-02,23:27:44.731,unknown,SOL/USD,SELL,0.29,138.71,40.23,0.004023,1012997604
2025-12-02,23:27:46.535,unknown,SOL/USD,BUY,0.29,138.78,40.25,0.000029,1012997609
