Date,Time,Bot,Symbol,Side,Amount,Price,Value,Fee,OrderID
2025-12-02,23:28:14.734,unknown,SOL/USD,SELL,0.29,138.71,40.23,0.004023,1012997623
2025-12-02,23:28:16.603,unknown,SOL/USD,BUY,0.29,138.81,40.25,0.000029,1012997625
2025-12-02,23:28:44.658,unknown,SOL/USD,SELL,0.29,138.71,40.23,0.004023,1012997642
2025-12-02,23:28:46.018,unknown,SOL/USD,BUY,0.233,138.81,32.34,0.000023,1012997643
2025-12-02,23:29:14.734,unknown,SOL/USD,SELL,0.233,138.77,32.33,0.003233,1012997672
2025-12-02,23:29:16.535,unknown,SOL/USD,BUY,0.289,138.89,40.14,0.000029,1012997674
2025-12-02,23:29:44.731,unknown,SOL/USD,SELL,0.289,138.77,40.10,0.004010,1012997704
2025-12-02,23:29:46.602,unknown,SOL/USD,BUY,0.289,138.89,40.14,0.000029,1012997705
2025-12-02,23:30:14.662,unknown,SOL/USD,SELL,0.289,138.81,40.12,0.004012,1012997734
2025-12-02,23:30:15.882,unknown,SOL/USD,BUY,0.232,138.94,32.23,0.000023,1012997738
2025-12-02,23:30:44.658,unknown,SOL/USD,SELL,0.232,138.89,32.22,0.003222,1012997781
2025-12-02,23:30:45.808,unknown,SOL/USD,BUY,0.232,139,32.25,0.000023,1012997784
2025-12-02,23:31:15.159,unknown,SOL/USD,SELL,0.232,138.9,32.22,0.003222,1012997801
2025-12-02,23:31:15.809,unknown,SOL/USD,BUY,0.232,138.99,32.25,0.000023,1012997803
2025-12-02,23:31:45.161,unknown,SOL/USD,SELL,0.232,138.92,32.23,0.003223,1012997839
2025-12-02,23:31:45.805,unknown,SOL/USD,BUY,0.232,139.04,32.26,0.000023,1012997840
2025-12-02,23:32:15.159,unknown,SOL/USD,SELL,0.232,139.03,32.25,0.003226,1012997916
2025-12-02,23:32:15.804,unknown,SOL/USD,BUY,0.232,139.14,32.28,0.000023,1012997917
2025-12-03,00:21:35.445,unknown,SOL/USD,BUY,0.196,137.91,27.03,0.000020,1013002123
2025-12-03,01:50:38.346,unknown,SOL/USD,BUY,0.669,139.01,93.00,0.000067,1013012257
2025-12-03,03:06:33.142,unknown,SOL/USD,BUY,0.596,140.02,83.45,0.000060,1013023534
2025-12-03,03:12:41.617,unknown,SOL/USD,BUY,0.085,139.97,11.90,0.000008,1013024083
2025-12-16,12:18:32.587,unknown,SOL/USD,BUY,0.311,128.59,39.99,0.000311,1015751173
2025-12-16,12:18:32.587,unknown,SOL/USD,BUY,0.303,128.59,38.96,0.000303,1015751953
2025-12-16,12:23:31.453,unknown,SOL/USD,BUY,0.303,128.59,38.96,0.000303,1015752441
2025-12-16,12:23:40.732,unknown,SOL/USD,BUY,0.008,128.59,1.03,0.000008,1015752441
2025-12-16,13:59:57.328,unknown,SOL/USD,BUY,0.314,127.05,39.89,0.000314,1015752438
2025-12-17,14:57:28.155,unknown,BTC/USD,SELL,0.00111,89370.44,99.20,0.000000,2302429660
2025-12-17,15:00:10.977,live-btc-bot,BTC/USD,SELL,0.00111,89711.54,99.58,0.000000,2302429661
2025-12-17,15:07:10.382,live-btc-bot,BTC/USD,SELL,0.00111,90148.88,100.07,0.000000,2302429662
2025-12-17,16:21:13.245,live-eth-bot,ETH/USD,BUY,0.0209,2866.12,59.90,0.000000,1710601413
2025-12-17,16:23:13.114,live-sol-bot,SOL/USD,BUY,0.318,125.54,39.92,0.000000,1015752435
2025-12-17,16:32:13.503,live-eth-bot,ETH/USD,BUY,0.021,2845.11,59.75,0.000000,1710601412
2025-12-17,16:43:13.610,live-sol-bot,SOL/USD,BUY,0.322,124.04,39.94,0.000000,1015752434
2025-12-17,18:48:58.344,live-btc-bot,BTC/USD,BUY,0.00116,85837.71,99.57,0.000000,2302848344
2025-12-17,19:05:58.838,live-btc-bot,BTC/USD,BUY,0.00116,85451.44,99.12,0.000000,2302848338
2025-12-17,20:18:20.324,live-sol-bot,SOL/USD,SELL,0.325,122.77,39.90,0.000000,1015991032
2025-12-17,20:22:20.175,live-eth-bot,ETH/USD,SELL,0.0211,2832,59.76,0.000000,1710828194
2025-12-17,20:22:20.358,live-btc-bot,BTC/USD,SELL,0.00116,86199.67,99.99,0.000000,2302877830
